,falsified,rating,verified_purchase,sentiment,num_words_in_text,num_stopwords,num_words_in_text_no_stop,num_unique_words,mean_word_len,max_word_len,num_chars,num_punctuations,num_scentences_in_text,flesch_ease,flesch_kincaid_grade,automated_readability_index,overall_readability_index,total_sentiment,average_review_sentiment
19663,0,5,1,1,37,18,19,32,4.081081081081081,7,187,3,2,95.0,4.6,7.0,7.0,6.0,3.0
19664,0,5,1,1,71,38,33,54,4.126760563380282,11,363,13,4,78.79,6.7,6.9,7.0,15.0,3.75
19665,0,5,1,1,20,7,13,20,4.4,10,107,2,3,81.59,3.5,2.6,6.0,10.0,3.333333333333333
19666,0,4,1,1,19,8,11,18,4.526315789473684,14,104,3,2,87.21,3.5,4.7,6.0,5.0,2.5
19667,0,5,1,1,25,11,14,24,4.36,8,134,6,1,71.48,9.5,11.6,7.0,8.0,8.0
19668,0,5,1,1,98,47,51,77,4.489795918367347,12,537,16,5,68.5,8.6,9.5,8.0,18.0,3.6
19669,0,4,1,1,54,25,29,40,3.9444444444444446,9,269,10,1,51.52,19.2,24.0,0.0,13.0,13.0
19671,0,5,0,1,21,9,12,19,4.571428571428571,10,116,4,1,67.08,9.1,10.6,9.0,4.0,4.0
19672,0,5,1,1,39,16,23,36,4.564102564102563,10,216,7,6,73.34,4.6,3.3,7.0,22.0,3.6666666666666665
19673,0,4,1,1,36,20,16,31,3.638888888888889,8,166,3,2,87.05,5.6,4.7,6.0,6.0,3.0
19674,0,3,1,0,56,29,27,46,3.821428571428572,9,273,6,1,40.02,21.6,24.6,25.0,17.0,17.0
19675,0,5,1,1,44,27,17,40,3.9090909090909087,11,218,6,1,60.66,15.7,19.0,19.0,11.0,11.0
19677,0,3,1,0,36,19,17,34,4.472222222222221,10,197,5,1,51.86,15.0,17.6,18.0,7.0,7.0
19678,0,4,1,1,21,9,12,20,4.142857142857143,8,108,3,1,84.0,6.8,8.6,6.0,6.0,6.0
19679,0,1,1,0,36,18,18,34,3.9444444444444446,10,181,6,1,45.43,15.4,15.3,16.0,14.0,14.0
19680,0,1,0,0,56,29,27,44,4.375,10,300,6,5,93.95,2.9,4.8,5.0,13.0,2.6
19681,0,5,1,1,27,12,15,25,4.407407407407407,11,145,4,2,83.15,5.0,6.1,7.0,7.0,3.5
19682,0,5,1,1,21,13,8,21,4.0,9,105,4,1,75.54,7.9,7.9,8.0,8.0,8.0
19683,0,5,1,1,26,10,16,23,5.230769230769232,11,164,5,1,28.17,15.8,16.2,16.0,14.0,14.0
19684,0,4,1,1,37,21,16,34,3.810810810810811,10,177,4,2,86.54,5.8,5.8,6.0,7.0,3.5
19685,0,4,0,1,29,13,16,27,4.724137931034483,11,167,3,1,50.5,13.4,15.3,16.0,12.0,12.0
19686,0,1,1,0,41,18,23,38,5.121951219512195,13,250,9,6,73.03,4.8,6.1,9.0,15.0,2.5
19687,0,5,1,1,36,17,19,32,3.7222222222222223,7,169,6,2,87.55,5.4,5.4,6.0,8.0,4.0
19688,0,5,0,1,25,11,14,25,4.56,10,140,4,1,63.02,10.7,12.5,9.0,11.0,11.0
19689,0,5,1,1,16,5,11,15,5.375,12,101,5,3,83.02,3.0,6.6,8.0,14.0,4.666666666666667
19690,0,4,1,1,18,9,9,18,5.0555555555555545,9,108,2,2,87.72,3.3,6.9,4.0,6.0,3.0
19691,0,5,1,1,64,30,34,50,4.078125,9,324,7,4,80.62,6.0,5.8,6.0,10.0,2.5
19692,0,2,1,0,94,44,50,74,4.47872340425532,15,514,11,5,69.31,8.3,9.1,9.0,14.0,2.8
19695,0,5,0,1,29,18,11,21,3.827586206896552,8,139,3,3,95.47,2.4,1.4,4.0,9.0,3.0
19696,0,5,1,1,30,10,20,30,4.8,9,173,8,4,80.99,3.8,5.6,4.0,12.0,3.0
19697,0,5,1,1,84,35,49,63,3.8928571428571432,10,410,19,9,88.13,3.1,2.9,4.0,47.0,5.222222222222221
19698,0,2,1,0,81,36,45,63,4.160493827160494,10,417,12,5,88.87,4.9,6.3,6.0,13.0,2.6
19699,0,5,1,1,30,16,14,27,4.266666666666667,9,159,4,1,57.95,12.6,13.7,13.0,11.0,11.0
19700,0,1,0,0,89,36,53,74,5.258426966292134,22,559,29,1,-10.41,36.8,47.8,13.0,9.0,9.0
19701,0,1,1,0,25,11,14,23,5.08,13,155,6,1,54.56,11.9,15.0,12.0,13.0,13.0
19703,0,1,1,0,39,22,17,33,4.076923076923077,10,197,4,3,83.66,4.8,4.3,5.0,7.0,2.333333333333333
19704,0,5,1,1,22,10,12,22,4.136363636363637,9,113,2,1,74.53,8.3,9.1,7.0,7.0,7.0
19705,0,5,1,1,40,17,23,36,4.4,13,215,8,4,86.71,3.7,4.3,6.0,11.0,2.75
19706,0,5,1,1,20,11,9,20,4.5,9,109,1,1,76.56,7.6,9.8,9.0,6.0,6.0
19708,0,4,1,1,60,35,25,52,4.35,12,323,7,1,35.96,23.2,29.1,8.0,9.0,9.0
19709,0,5,0,1,62,38,24,51,3.9193548387096775,8,304,10,7,96.28,2.0,1.5,2.0,25.0,3.571428571428572
19711,0,5,1,1,30,14,16,28,3.966666666666667,9,148,3,2,73.17,6.8,4.8,7.0,12.0,6.0
19712,0,4,1,1,22,12,10,19,4.227272727272728,10,114,3,3,97.91,1.4,2.2,3.0,10.0,3.333333333333333
19715,0,1,1,0,69,31,38,55,4.652173913043479,13,389,9,4,70.84,7.7,9.1,8.0,8.0,2.0
19717,0,5,1,1,50,20,30,45,4.46,11,277,13,1,22.76,22.0,24.5,22.0,18.0,18.0
19718,0,2,1,0,21,12,9,20,4.0,12,106,3,1,75.54,7.9,7.9,8.0,7.0,7.0
19719,0,3,1,0,60,32,28,52,4.033333333333333,9,305,8,1,35.96,23.2,27.6,6.0,11.0,11.0
19720,0,5,1,1,27,14,13,23,4.296296296296297,10,143,2,2,83.15,5.0,5.6,7.0,12.0,6.0
19722,0,5,1,1,22,11,11,22,4.2727272727272725,8,115,2,1,82.99,7.2,9.7,7.0,4.0,4.0
19724,0,4,1,1,64,34,30,52,4.1875,10,334,6,1,31.9,24.7,30.3,8.0,14.0,14.0
19725,0,5,1,1,48,26,22,42,4.541666666666667,10,265,6,5,87.11,3.5,4.8,7.0,17.0,3.4
19726,0,5,1,1,63,32,31,42,3.8412698412698414,11,306,5,1,32.91,24.3,28.2,12.0,10.0,10.0
19727,0,5,1,1,25,11,14,21,4.12,7,127,1,1,79.94,8.3,10.5,7.0,4.0,4.0
19728,0,5,1,1,22,13,9,20,4.454545454545454,9,119,0,1,82.99,7.2,10.5,11.0,3.0,3.0
19729,0,3,1,0,81,44,37,67,4.4567901234567895,10,446,17,1,14.64,31.3,40.1,9.0,14.0,14.0
19730,0,1,1,0,69,35,34,55,4.579710144927536,11,387,8,1,18.36,27.8,34.6,28.0,10.0,10.0
19731,0,1,0,0,41,20,21,38,5.048780487804878,12,247,8,2,59.13,10.1,12.6,13.0,4.0,2.0
19732,0,5,1,1,52,22,30,47,4.403846153846153,11,280,7,4,83.66,4.8,5.8,7.0,21.0,5.25
19733,0,4,1,1,27,13,14,24,3.851851851851852,11,130,3,2,83.15,5.0,3.5,7.0,7.0,3.5
19734,0,1,0,0,31,20,11,28,3.7096774193548394,9,145,2,2,98.04,3.4,3.8,4.0,4.0,2.0
19736,0,5,1,1,90,50,40,69,4.2,12,473,9,1,5.51,34.9,43.4,35.0,24.0,24.0
19737,0,5,1,1,24,15,9,22,3.583333333333333,8,109,3,1,89.42,6.8,7.4,7.0,6.0,6.0
19738,0,2,1,0,26,14,12,25,4.307692307692308,12,137,3,3,79.56,4.3,3.2,5.0,7.0,2.333333333333333
19739,0,5,1,1,31,13,18,29,4.064516129032258,9,159,4,1,65.39,11.8,13.2,14.0,15.0,15.0
19740,0,2,1,0,46,22,24,38,4.782608695652174,10,265,10,5,87.52,3.3,5.7,6.0,14.0,2.8
19741,0,5,1,1,46,19,27,41,4.369565217391305,11,246,6,4,85.18,4.2,4.9,6.0,14.0,3.5
19742,0,4,1,1,20,9,11,16,5.05,9,121,3,1,51.18,11.1,12.4,12.0,7.0,7.0
19743,0,5,1,1,25,11,14,22,4.0,9,125,2,1,71.48,9.5,9.9,10.0,7.0,7.0
19744,0,4,0,1,84,47,37,70,4.392857142857143,12,452,17,4,75.54,7.9,9.7,7.0,21.0,5.25
19745,0,5,1,1,25,10,15,24,4.28,9,131,8,2,76.72,5.4,6.2,7.0,14.0,7.0
19747,0,5,1,1,51,26,25,42,3.8235294117647056,11,245,6,2,79.43,8.5,9.3,9.0,8.0,4.0
19748,0,5,1,1,34,19,15,30,3.9705882352941178,12,170,3,1,62.35,13.0,14.3,15.0,11.0,11.0
19749,0,5,1,1,36,20,16,29,4.5,14,199,5,1,43.4,16.2,17.8,17.0,10.0,10.0
19750,0,5,1,1,31,17,14,24,4.064516129032258,11,158,6,1,48.47,14.2,13.2,8.0,6.0,6.0
19751,0,5,1,1,83,36,47,69,4.2289156626506035,10,433,8,6,82.85,5.1,5.4,7.0,19.0,3.1666666666666665
19752,0,2,1,0,36,19,17,32,3.888888888888889,7,177,6,1,68.78,12.6,14.9,5.0,8.0,8.0
19753,0,5,1,1,28,13,15,26,4.5,9,153,3,2,82.65,5.2,6.8,7.0,8.0,4.0
19754,0,5,0,1,49,26,23,42,3.9387755102040822,11,241,5,2,80.45,8.1,9.4,6.0,14.0,7.0
19755,0,5,1,1,40,21,19,35,4.4,10,218,5,1,47.8,16.5,19.3,17.0,21.0,21.0
19758,0,4,0,1,27,15,12,22,4.148148148148148,9,138,4,1,69.45,10.3,11.6,8.0,4.0,4.0
19760,0,2,0,0,53,22,31,43,4.358490566037736,14,285,14,1,35.62,21.2,25.5,22.0,12.0,12.0
19761,0,5,1,1,22,8,14,21,4.318181818181818,11,117,2,1,74.53,8.3,9.9,8.0,6.0,6.0
19762,0,3,1,0,25,14,11,21,4.16,10,128,0,1,63.02,10.7,10.7,11.0,2.0,2.0
19763,0,4,0,1,85,42,43,61,4.411764705882354,11,459,15,9,78.85,4.6,4.1,5.0,29.0,3.2222222222222223
19764,0,2,1,0,80,44,36,57,4.1875,10,418,7,2,47.8,16.5,18.3,7.0,17.0,8.5
19765,0,5,1,1,20,9,11,19,5.2,14,123,3,3,73.13,4.7,6.4,7.0,11.0,3.6666666666666665
19766,0,4,1,1,22,10,12,21,4.5,10,120,2,1,57.61,10.7,10.8,11.0,6.0,6.0
19767,0,5,1,1,20,5,15,20,5.25,9,124,8,2,69.79,6.0,8.3,6.0,13.0,6.5
19768,0,5,0,1,52,22,30,43,4.980769230769232,14,310,11,2,62.01,11.1,15.0,11.0,8.0,4.0
19769,0,2,1,0,87,35,52,71,5.218390804597702,17,541,19,2,27.32,20.3,24.9,13.0,11.0,5.5
19770,0,5,1,1,24,11,13,24,4.5,10,132,4,2,76.22,5.6,5.8,6.0,13.0,6.5
19771,0,1,0,0,18,8,10,16,5.0555555555555545,10,108,6,3,82.31,3.3,5.4,6.0,13.0,4.333333333333333
19772,0,5,1,1,31,17,14,27,3.7741935483870965,13,148,4,3,78.25,4.8,1.9,5.0,7.0,2.333333333333333
19773,0,4,1,1,81,39,42,61,4.160493827160494,13,421,12,1,23.1,30.2,38.7,8.0,16.0,16.0
19774,0,5,0,1,24,10,14,24,4.375,9,128,4,2,76.22,5.6,5.2,6.0,6.0,3.0
19776,0,2,1,0,50,27,23,39,3.56,7,227,5,3,96.82,3.9,3.7,4.0,9.0,3.0
19777,0,3,1,0,23,11,12,21,4.173913043478262,8,118,2,3,80.58,3.9,2.0,4.0,7.0,2.333333333333333
19779,0,5,1,1,33,14,19,29,3.696969696969697,7,154,5,2,81.12,5.8,4.9,6.0,8.0,4.0
19780,0,5,1,1,22,11,11,22,4.363636363636363,10,118,2,1,66.07,9.5,10.1,8.0,5.0,5.0
19781,0,2,1,0,65,34,31,49,4.646153846153847,11,366,6,4,63.39,8.5,8.6,9.0,13.0,3.25
19782,0,4,1,1,36,16,20,36,4.055555555555555,16,184,8,1,44.41,15.8,15.7,16.0,11.0,11.0
19783,0,5,1,1,52,23,29,46,4.038461538461538,10,261,6,4,92.12,3.6,4.1,6.0,12.0,3.0
19784,0,3,1,0,100,51,49,73,4.22,10,525,10,1,-4.65,38.8,48.4,39.0,17.0,17.0
19785,0,5,1,1,21,0,21,17,5.523809523809524,11,136,0,1,16.32,16.2,15.1,15.0,2.0,2.0
19786,0,4,1,1,21,9,12,19,4.523809523809524,12,115,4,3,89.75,2.5,3.4,3.0,17.0,5.666666666666668
19787,0,5,1,1,31,15,16,27,4.387096774193549,10,166,2,3,77.94,4.9,4.4,7.0,12.0,4.0
19788,0,5,1,1,76,40,36,62,4.618421052631579,14,430,19,2,33.41,17.9,19.4,18.0,16.0,8.0
19789,0,5,1,1,40,28,12,30,3.25,8,169,2,2,93.48,5.2,3.9,5.0,12.0,6.0
19790,0,3,1,0,23,12,11,23,5.130434782608695,10,140,8,2,59.8,7.8,8.5,8.0,7.0,3.5
19791,0,5,0,1,53,25,28,44,4.132075471698113,9,271,13,4,83.66,4.8,4.9,5.0,13.0,3.25
19793,0,2,1,0,83,42,41,60,3.8915662650602414,9,405,9,4,76.05,7.7,7.4,8.0,8.0,2.0
19794,0,4,1,1,32,16,16,26,4.65625,13,181,3,3,69.07,6.3,5.9,8.0,15.0,5.0
19795,0,5,1,1,27,10,17,24,4.666666666666667,9,152,5,3,79.26,4.4,5.1,7.0,13.0,4.333333333333333
19796,0,5,1,1,88,29,59,74,4.909090909090909,11,519,14,7,75.61,5.8,8.0,6.0,23.0,3.2857142857142856
19797,0,5,1,1,54,25,29,48,4.5,16,296,20,4,91.61,3.8,6.5,7.0,15.0,3.75
19798,0,5,1,1,51,25,26,42,3.941176470588236,13,252,9,3,79.6,6.4,5.6,6.0,14.0,4.666666666666667
19799,0,5,1,1,20,14,6,19,4.25,10,104,1,1,85.02,6.4,8.6,7.0,2.0,2.0
19800,0,5,1,1,87,47,40,61,4.816091954022988,14,505,14,5,62.27,8.9,10.0,9.0,16.0,3.2
19802,0,5,1,1,46,23,23,41,4.130434782608695,7,236,7,1,50.17,17.7,21.0,18.0,6.0,6.0
19803,0,5,1,1,34,14,20,30,4.794117647058823,17,196,11,1,53.89,14.2,18.1,9.0,20.0,20.0
19804,0,5,1,1,68,28,40,53,4.705882352941177,12,387,11,1,10.92,28.6,34.8,29.0,4.0,4.0
19805,0,2,1,0,25,14,11,21,4.48,13,136,2,1,71.48,9.5,12.2,12.0,4.0,4.0
19806,0,5,1,1,54,23,31,44,4.796296296296297,13,312,11,4,66.23,7.4,7.9,8.0,15.0,3.75
19807,0,5,0,1,93,47,46,70,4.397849462365592,18,501,26,5,77.98,7.0,8.6,7.0,16.0,3.2
19808,0,5,1,1,20,7,13,20,4.3,8,106,3,1,85.02,6.4,8.8,7.0,5.0,5.0
19809,0,5,1,1,22,14,8,21,4.045454545454546,9,112,4,1,57.61,10.7,8.6,6.0,12.0,12.0
19812,0,5,1,1,44,29,15,37,3.4090909090909087,9,193,0,1,69.12,14.6,16.6,15.0,4.0,4.0
19816,0,2,1,0,39,19,20,30,4.307692307692308,10,209,6,2,77.06,7.4,8.6,7.0,14.0,7.0
19819,0,5,1,1,57,30,27,44,4.087719298245614,13,293,9,1,30.54,23.2,26.3,6.0,16.0,16.0
19820,0,1,1,0,22,7,15,19,4.227272727272728,7,116,2,1,50.16,11.5,9.9,8.0,9.0,9.0
19821,0,5,1,1,31,14,17,25,4.67741935483871,12,178,5,2,64.2,8.2,8.4,9.0,17.0,8.5
19822,0,1,1,0,31,11,20,23,6.258064516129032,16,224,6,3,35.64,10.8,13.2,11.0,7.0,2.333333333333333
19825,0,5,0,1,26,12,14,21,3.807692307692308,7,124,4,2,100.58,2.5,3.0,3.0,6.0,3.0
19826,0,3,1,0,56,28,28,46,4.607142857142857,10,313,10,5,77.03,5.3,5.9,6.0,16.0,3.2
19827,0,1,1,0,21,11,10,17,4.047619047619048,9,106,8,1,75.54,7.9,8.1,8.0,4.0,4.0
19828,0,1,1,0,62,26,36,51,4.225806451612904,9,323,5,4,89.58,4.6,6.2,6.0,8.0,2.0
19830,0,5,1,1,22,13,9,20,4.0,12,109,3,1,74.53,8.3,8.4,8.0,4.0,4.0
19831,0,5,1,1,48,25,23,39,4.104166666666667,11,244,7,5,95.57,2.3,2.7,5.0,16.0,3.2
19832,0,3,1,0,90,47,43,71,4.2444444444444445,11,475,10,1,5.51,34.9,43.5,35.0,13.0,13.0
19835,0,5,1,1,20,9,11,17,4.25,10,104,3,1,85.02,6.4,8.6,7.0,4.0,4.0
19836,0,5,1,1,58,32,26,49,4.155172413793103,12,300,7,1,37.99,22.4,27.2,0.0,10.0,10.0
19837,0,5,1,1,26,10,16,26,5.346153846153847,12,164,5,2,66.74,7.2,10.3,8.0,14.0,7.0
19838,0,5,1,1,37,19,18,32,4.27027027027027,12,197,4,1,50.84,15.4,17.2,16.0,12.0,12.0
19839,0,5,1,1,26,12,14,23,4.4230769230769225,10,140,4,3,88.02,3.1,3.7,4.0,14.0,4.666666666666667
19840,0,4,1,1,24,13,11,20,4.083333333333333,12,121,1,1,56.59,11.1,10.1,11.0,4.0,4.0
19841,0,3,1,0,31,13,18,30,4.096774193548387,7,159,5,1,65.39,11.8,13.4,12.0,9.0,9.0
19842,0,4,1,1,24,12,12,21,3.6666666666666665,11,111,3,1,73.51,8.7,8.1,9.0,6.0,6.0
19843,0,5,1,1,28,14,14,25,3.821428571428572,8,134,4,1,76.9,9.5,10.6,11.0,2.0,2.0
19844,0,5,1,1,98,46,52,74,4.081632653061225,10,502,11,1,-2.62,38.0,46.8,38.0,15.0,15.0
19845,0,2,1,0,31,19,12,27,3.838709677419355,11,151,5,1,65.39,11.8,12.2,5.0,8.0,8.0
19846,0,5,1,1,91,38,53,71,4.483516483516484,11,498,15,7,83.66,4.8,6.2,7.0,32.0,4.571428571428571
19847,0,5,1,1,52,22,30,48,4.634615384615385,13,295,9,1,44.08,20.0,26.4,20.0,13.0,13.0
19848,0,5,1,1,26,15,11,23,4.076923076923077,10,131,6,4,90.26,2.3,1.0,3.0,11.0,2.75
19849,0,4,1,1,26,13,13,24,4.1923076923076925,10,135,5,3,96.48,2.0,2.6,3.0,17.0,5.666666666666668
19850,0,4,1,1,68,37,31,56,4.0,11,342,16,1,36.3,25.1,31.4,8.0,10.0,10.0
19851,0,5,1,1,22,8,14,20,4.454545454545454,10,119,2,3,89.45,2.6,3.2,3.0,12.0,4.0
19852,0,5,1,1,24,10,14,21,4.541666666666667,11,134,6,1,64.04,10.3,12.0,8.0,11.0,11.0
19853,0,1,1,0,26,9,17,24,5.0,12,155,1,1,45.09,13.4,15.1,17.0,4.0,4.0
19854,0,5,1,1,31,15,16,27,4.032258064516129,8,155,7,1,82.31,9.5,13.1,6.0,16.0,16.0
19855,0,4,1,1,32,15,17,30,4.03125,9,160,4,1,64.38,12.2,13.6,0.0,8.0,8.0
19856,0,2,1,0,41,25,16,35,3.731707317073171,9,194,1,1,72.16,13.4,16.6,17.0,2.0,2.0
19857,0,5,1,1,43,20,23,36,4.186046511627906,9,222,6,3,82.34,5.3,5.5,6.0,19.0,6.333333333333332
19858,0,5,1,1,21,11,10,19,4.0,9,104,2,2,94.66,2.7,2.7,3.0,7.0,3.5
19861,0,5,1,1,23,11,12,21,4.521739130434782,10,126,8,3,89.04,2.8,3.7,4.0,10.0,3.333333333333333
19863,0,5,1,1,21,8,13,20,5.6190476190476195,13,140,5,1,41.7,12.7,15.5,14.0,9.0,9.0
19864,0,5,1,1,31,16,15,26,4.354838709677419,10,167,3,1,56.93,13.0,14.6,8.0,10.0,10.0
19865,0,5,1,1,26,14,12,19,4.346153846153847,10,138,4,1,62.01,11.1,12.1,9.0,4.0,4.0
19866,0,2,1,0,67,36,31,52,3.835820895522388,8,323,3,1,37.31,24.7,30.2,25.0,2.0,2.0
19867,0,5,1,1,24,11,13,24,4.916666666666667,11,142,2,1,55.58,11.5,13.7,12.0,6.0,6.0
19868,0,2,1,0,21,10,11,18,4.190476190476192,8,108,1,1,75.54,7.9,8.8,7.0,2.0,2.0
19870,0,5,1,1,23,10,13,22,4.565217391304348,12,127,4,3,89.04,2.8,3.9,4.0,11.0,3.6666666666666665
19871,0,5,1,1,26,14,12,24,4.6923076923076925,14,147,7,3,88.02,3.1,5.0,4.0,10.0,3.333333333333333
19872,0,4,1,1,21,8,13,21,5.285714285714286,16,131,4,1,67.08,9.1,14.0,13.0,9.0,9.0
19873,0,4,0,1,67,36,31,59,4.0,9,338,8,1,45.77,23.5,30.9,6.0,16.0,16.0
19874,0,5,1,1,16,5,11,15,5.9375,14,112,10,1,55.24,9.5,14.5,10.0,6.0,6.0
19875,0,5,1,1,34,19,15,28,3.7647058823529416,13,161,3,2,88.06,5.2,4.8,6.0,7.0,3.5
19876,0,5,1,1,92,48,44,74,4.391304347826087,11,495,21,7,83.56,4.9,5.8,6.0,23.0,3.2857142857142856
19878,0,5,0,1,23,12,11,22,3.782608695652174,9,109,2,2,93.64,3.1,2.1,3.0,6.0,3.0
19879,0,5,1,1,32,18,14,29,4.40625,13,172,5,2,80.62,6.0,7.3,8.0,6.0,3.0
19880,0,5,0,1,52,27,25,39,4.230769230769232,11,272,5,1,44.08,20.0,24.5,20.0,7.0,7.0
19881,0,4,1,1,24,8,16,23,4.541666666666667,18,133,5,4,82.31,3.3,3.0,3.0,11.0,2.75
19882,0,4,0,1,79,36,43,61,4.39240506329114,11,432,7,1,-0.26,32.9,38.7,33.0,22.0,22.0
19883,0,1,1,0,21,9,12,21,6.0,12,148,6,1,16.32,16.2,17.3,16.0,8.0,8.0
19884,0,5,1,1,35,18,17,31,3.8857142857142857,8,170,4,4,104.84,0.8,1.3,1.0,15.0,3.75
19885,0,5,1,1,23,8,15,23,5.086956521739131,8,139,6,5,92.19,1.5,4.8,2.0,14.0,2.8
19886,0,1,1,0,57,27,30,51,4.2105263157894735,10,296,6,5,85.28,4.2,4.1,6.0,13.0,2.6
19887,0,5,1,1,20,11,9,20,4.7,9,116,4,1,51.18,11.1,10.7,9.0,12.0,12.0
19888,0,1,1,0,63,39,24,49,3.888888888888889,8,308,6,4,89.28,4.7,4.8,6.0,14.0,3.5
19889,0,5,1,1,23,10,13,22,4.304347826086956,8,123,4,2,85.18,4.2,4.6,5.0,14.0,7.0
19890,0,5,1,1,37,21,16,33,3.9459459459459465,9,185,3,1,59.3,14.2,15.7,15.0,14.0,14.0
19891,0,5,1,1,20,7,13,16,5.15,9,122,3,1,68.1,8.7,12.8,9.0,8.0,8.0
19892,0,5,1,1,65,31,34,60,4.446153846153846,12,353,12,4,72.16,7.2,7.9,8.0,13.0,3.25
19894,0,5,0,1,80,50,30,59,3.9625,10,396,5,5,89.08,4.8,5.2,6.0,16.0,3.2
19895,0,2,1,0,35,19,16,31,4.114285714285714,9,180,4,1,61.33,13.4,15.4,7.0,8.0,8.0
19896,0,5,0,1,60,27,33,50,4.716666666666667,10,342,11,5,76.22,5.6,6.8,6.0,19.0,3.8
19897,0,4,1,1,45,22,23,40,4.733333333333333,15,257,13,1,42.72,18.5,23.3,19.0,2.0,2.0
19898,0,3,1,0,62,31,31,54,4.32258064516129,11,332,7,1,25.47,25.1,29.9,8.0,12.0,12.0
19899,0,5,1,1,27,13,14,26,4.37037037037037,9,144,6,3,88.02,3.1,4.3,4.0,10.0,3.333333333333333
19900,0,1,1,0,62,29,33,52,4.370967741935484,13,332,8,6,77.94,4.9,4.3,5.0,16.0,2.6666666666666665
19901,0,3,1,0,22,14,8,20,3.9090909090909087,12,107,5,1,82.99,7.2,8.0,8.0,4.0,4.0
19902,0,4,1,1,26,13,13,25,4.307692307692308,16,137,3,1,62.01,11.1,11.9,12.0,2.0,2.0
19903,0,5,1,1,65,36,29,42,3.8307692307692314,9,318,1,1,30.88,25.1,29.1,0.0,8.0,8.0
19904,0,3,1,0,20,8,12,18,4.4,12,110,4,1,59.64,9.9,9.3,10.0,12.0,12.0
19905,0,3,1,0,47,20,27,41,4.48936170212766,12,258,13,3,80.92,5.9,7.6,6.0,9.0,3.0
19907,0,5,1,1,36,15,21,34,4.75,10,206,6,3,76.22,5.6,6.9,7.0,12.0,4.0
19908,0,2,1,0,43,23,20,38,4.372093023255814,12,231,6,1,36.29,18.9,20.7,21.0,4.0,4.0
19909,0,1,0,0,22,12,10,19,4.2727272727272725,11,115,1,1,74.53,8.3,9.7,7.0,2.0,2.0
19910,0,4,1,1,99,45,54,74,4.575757575757576,12,552,14,5,68.3,8.7,10.0,9.0,18.0,3.6
19911,0,3,1,0,33,22,11,26,3.575757575757576,8,150,8,3,102.61,1.7,0.9,1.0,12.0,4.0
19912,0,5,1,1,55,27,28,37,4.454545454545454,11,299,4,4,66.44,7.3,7.0,7.0,13.0,3.25
19913,0,2,1,0,50,25,25,42,4.62,10,282,11,1,37.65,20.4,25.3,9.0,13.0,13.0
19915,0,5,1,1,22,5,17,18,3.9090909090909087,7,107,2,1,51.18,11.1,8.8,10.0,5.0,5.0
19917,0,4,1,1,45,14,31,42,4.933333333333334,13,266,11,5,79.46,4.4,6.8,7.0,17.0,3.4
19918,0,2,1,0,40,21,19,34,3.375,8,174,7,3,92.42,3.5,1.6,6.0,9.0,3.0
19919,0,4,1,1,21,9,12,20,4.333333333333333,12,112,4,1,67.08,9.1,9.5,10.0,6.0,6.0
19920,0,5,1,1,56,29,27,51,4.535714285714286,11,309,9,5,85.49,4.1,5.6,6.0,20.0,4.0
19921,0,5,1,1,39,23,16,33,4.102564102564102,9,198,3,3,83.66,4.8,4.4,6.0,8.0,2.6666666666666665
19922,0,5,1,1,23,11,12,21,4.304347826086956,11,121,3,1,73.51,8.7,10.3,9.0,11.0,11.0
19923,0,4,1,1,28,11,17,26,5.0,12,169,5,1,43.06,14.2,16.1,11.0,9.0,9.0
19924,0,5,1,1,49,24,25,45,4.469387755102041,11,267,10,6,88.53,2.9,3.7,6.0,23.0,3.8333333333333335
19925,0,5,1,1,55,27,28,46,4.163636363636364,9,283,9,4,83.36,4.9,5.5,6.0,14.0,3.5
19926,0,5,1,1,26,13,13,19,4.769230769230768,11,149,5,4,73.34,4.6,4.3,5.0,17.0,4.25
19927,0,5,0,1,45,21,24,35,4.644444444444446,12,257,5,1,34.26,19.7,22.9,20.0,18.0,18.0
19928,0,3,1,0,22,7,15,20,4.409090909090909,12,118,4,3,80.99,3.8,3.0,7.0,15.0,5.0
19929,0,1,1,0,53,25,28,47,4.037735849056603,8,266,7,5,94.56,2.7,2.9,5.0,14.0,2.8
19932,0,3,1,0,66,33,33,55,4.4848484848484835,11,361,9,3,66.78,9.2,11.0,9.0,11.0,3.6666666666666665
19933,0,5,1,1,38,23,15,34,3.9210526315789473,8,186,4,3,92.42,3.5,3.4,4.0,11.0,3.6666666666666665
19934,0,4,1,1,32,13,19,28,3.625,9,147,7,3,94.45,2.7,1.0,6.0,9.0,3.0
19935,0,5,1,1,50,30,20,41,3.96,11,247,7,4,92.63,3.4,3.5,6.0,10.0,2.5
19936,0,5,1,1,44,26,18,31,3.5681818181818183,8,202,4,1,60.66,15.7,17.4,7.0,9.0,9.0
19937,0,5,1,1,23,11,12,22,4.043478260869565,9,116,4,1,81.97,7.5,9.1,6.0,7.0,7.0
19938,0,5,1,1,27,16,11,22,3.7777777777777777,10,131,3,1,60.99,11.5,9.9,12.0,13.0,13.0
19939,0,5,1,1,57,35,22,48,4.140350877192983,12,292,6,3,77.57,7.2,7.6,7.0,11.0,3.6666666666666665
19940,0,5,1,1,22,10,12,22,4.818181818181818,10,127,5,3,72.53,5.0,4.9,7.0,11.0,3.6666666666666665
19941,0,3,1,0,47,25,22,38,4.085106382978723,13,238,11,3,97.84,3.5,5.7,5.0,8.0,2.6666666666666665
