falsified,verified_purchase,sentiment,mean_word_len,num_punctuations,flesch_kincaid_grade,overall_readability_index,total_sentiment,average_review_sentiment
0,1,0,4.5,5,3.1,6.0,13.0,4.333333333333333
0,1,0,4.354838709677419,6,2.6,5.0,6.0,2.0
0,1,0,3.555555555555556,7,14.9,18.0,6.0,6.0
0,1,0,4.0625,7,32.1,7.0,15.0,15.0
0,1,0,5.114285714285714,5,15.0,15.0,2.0,2.0
0,0,0,4.9444444444444455,4,9.1,12.0,5.0,2.5
0,1,0,3.9642857142857135,6,9.5,10.0,4.0,2.0
0,1,0,4.8,5,4.8,5.0,6.0,3.0
0,1,0,4.11864406779661,10,6.3,6.0,22.0,7.333333333333332
0,0,0,3.7647058823529416,6,18.5,19.0,6.0,6.0
0,1,0,4.133333333333334,18,3.9,4.0,19.0,2.7142857142857144
0,1,0,4.027027027027027,5,3.4,6.0,8.0,2.6666666666666665
0,1,0,4.75,7,3.4,6.0,12.0,2.4
0,0,0,3.6206896551724137,5,3.1,5.0,17.0,3.4
0,1,0,4.4444444444444455,5,3.3,4.0,8.0,2.0
0,1,0,4.318181818181818,4,4.0,6.0,4.0,2.0
0,1,0,4.157894736842104,4,14.6,7.0,6.0,6.0
0,1,0,4.48,6,8.3,8.0,9.0,9.0
0,1,0,5.527777777777778,14,7.9,10.0,4.0,1.3333333333333333
0,1,0,3.608695652173913,0,5.2,5.0,2.0,2.0
0,0,0,4.714285714285714,7,3.7,6.0,19.0,3.1666666666666665
0,1,0,3.8,7,11.5,12.0,5.0,5.0
0,1,0,3.964705882352941,14,32.9,33.0,12.0,12.0
0,1,0,4.142857142857143,9,0.3,0.0,4.0,2.0
0,0,0,4.2368421052631575,4,4.7,6.0,7.0,2.333333333333333
0,0,0,3.9270833333333335,6,36.8,37.0,18.0,18.0
0,1,0,4.0,3,8.3,6.0,4.0,4.0
0,1,0,4.482758620689656,5,9.9,7.0,2.0,2.0
0,1,0,4.529411764705882,10,5.9,7.0,10.0,2.5
0,0,0,4.68,5,11.9,9.0,7.0,7.0
0,1,0,3.976190476190476,7,2.7,3.0,15.0,3.75
0,1,0,4.075757575757576,9,3.7,5.0,16.0,3.2
0,1,0,3.756410256410256,8,3.6,3.0,18.0,3.0
0,1,0,3.8571428571428568,10,21.6,25.0,11.0,11.0
0,1,0,5.142857142857143,8,7.4,8.0,17.0,8.5
0,1,0,4.1,4,11.1,8.0,6.0,6.0
0,1,0,4.317073170731708,5,7.7,8.0,6.0,3.0
0,1,0,4.341772151898734,15,30.6,8.0,13.0,13.0
0,1,0,3.8947368421052633,1,13.4,16.0,2.0,2.0
0,1,0,4.0,6,6.4,8.0,6.0,3.0
0,1,0,5.04,8,11.9,10.0,7.0,7.0
0,1,0,5.1,3,8.7,9.0,6.0,6.0
0,1,0,4.136363636363637,6,9.1,10.0,5.0,5.0
0,1,0,4.108108108108108,4,3.4,6.0,7.0,2.333333333333333
0,1,0,3.5428571428571427,6,3.0,6.0,10.0,3.333333333333333
0,1,0,4.714285714285714,6,6.4,8.0,14.0,4.666666666666667
0,1,0,3.69811320754717,3,19.2,0.0,11.0,11.0
0,1,0,4.52,9,10.7,9.0,10.0,3.333333333333333
0,1,0,4.021739130434782,7,2.2,5.0,15.0,3.0
0,1,0,4.722222222222221,10,5.6,6.0,2.0,2.0
0,1,0,4.6395348837209305,21,34.5,9.0,12.0,12.0
0,1,0,3.6666666666666665,4,5.0,8.0,10.0,2.5
0,1,0,4.75,4,9.3,10.0,5.0,2.5
0,1,0,3.928571428571429,6,16.1,6.0,9.0,9.0
0,0,0,5.0540540540540535,8,15.4,16.0,4.0,4.0
0,1,0,4.9,3,7.2,9.0,6.0,3.0
0,1,0,4.518518518518519,3,3.3,4.0,8.0,2.6666666666666665
0,1,0,4.829268292682927,5,7.5,8.0,10.0,3.333333333333333
0,1,0,4.188679245283018,11,10.1,10.0,7.0,3.5
0,1,0,4.526315789473684,5,7.2,8.0,6.0,6.0
0,1,0,5.436619718309858,15,32.2,0.0,16.0,16.0
0,1,0,4.175824175824176,12,4.2,5.0,25.0,3.125
0,1,0,4.363636363636363,13,26.7,27.0,4.0,4.0
0,0,0,4.392857142857143,3,10.7,8.0,6.0,6.0
0,0,0,4.516129032258065,3,3.8,8.0,8.0,2.6666666666666665
0,1,0,3.96,13,5.6,6.0,16.0,3.2
0,1,0,4.464285714285714,6,4.6,5.0,7.0,2.333333333333333
0,0,0,3.5263157894736836,5,4.8,5.0,7.0,3.5
0,1,0,5.2,4,10.5,11.0,14.0,7.0
0,1,0,5.190476190476192,4,11.5,12.0,7.0,7.0
0,1,0,3.92156862745098,8,19.6,20.0,13.0,13.0
0,1,0,4.676470588235294,6,7.7,8.0,10.0,3.333333333333333
0,1,0,4.631578947368421,5,4.6,5.0,10.0,2.5
0,1,0,4.290322580645161,6,25.1,13.0,6.0,6.0
0,1,0,4.523809523809524,4,9.1,8.0,4.0,4.0
0,1,0,4.216216216216216,5,14.2,0.0,7.0,7.0
0,1,0,5.379310344827586,5,8.3,8.0,10.0,3.333333333333333
0,1,0,4.301369863013698,10,2.6,5.0,18.0,2.571428571428572
0,1,0,4.535714285714286,2,10.7,8.0,2.0,2.0
0,1,0,4.560975609756096,18,10.4,9.0,8.0,2.6666666666666665
0,1,0,4.3157894736842115,4,7.2,9.0,4.0,2.0
0,1,0,4.018867924528302,8,19.2,0.0,5.0,5.0
0,1,0,3.972972972972973,4,5.8,6.0,6.0,3.0
0,1,0,3.9038461538461537,12,18.5,8.0,8.0,8.0
0,1,0,5.653846153846153,8,12.7,13.0,6.0,3.0
0,1,0,3.8333333333333335,3,1.7,2.0,6.0,2.0
0,1,0,4.819277108433735,12,6.8,7.0,17.0,2.4285714285714284
0,1,0,4.304347826086956,11,8.7,9.0,10.0,3.333333333333333
0,1,0,4.678571428571429,6,11.8,9.0,3.0,3.0
0,1,0,3.954545454545455,3,1.4,3.0,10.0,3.333333333333333
0,1,0,4.0,6,7.6,8.0,12.0,12.0
0,1,0,3.9883720930232562,12,5.3,7.0,13.0,2.1666666666666665
0,1,0,3.507936507936508,11,6.5,6.0,8.0,2.6666666666666665
0,1,0,3.888888888888889,5,2.1,5.0,10.0,2.5
0,1,0,4.545454545454546,4,8.3,11.0,11.0,11.0
0,1,0,4.214285714285714,4,1.0,4.0,10.0,3.333333333333333
0,1,0,4.9,3,6.0,10.0,10.0,3.333333333333333
0,1,0,4.758620689655173,4,5.4,9.0,6.0,3.0
0,1,0,4.782608695652174,7,9.9,8.0,2.0,2.0
0,1,0,4.3,8,19.3,8.0,9.0,9.0
0,1,0,4.947368421052632,1,8.3,11.0,2.0,2.0
0,1,0,4.098039215686274,5,8.5,7.0,5.0,2.5
0,1,0,3.9130434782608696,3,1.9,5.0,6.0,3.0
0,1,0,4.388888888888889,7,2.1,4.0,10.0,2.5
0,1,0,3.9433962264150937,8,3.8,4.0,11.0,2.75
0,0,0,3.9069767441860463,5,7.0,7.0,5.0,2.5
0,1,0,3.931034482758621,8,9.9,7.0,7.0,7.0
0,1,0,4.12,2,9.5,7.0,4.0,4.0
0,1,0,4.193548387096774,13,11.8,14.0,21.0,21.0
0,1,0,4.25,14,5.4,6.0,16.0,2.2857142857142856
0,1,0,4.147368421052631,16,4.4,6.0,20.0,2.5
0,0,0,4.91764705882353,15,14.3,14.0,22.0,7.333333333333332
0,1,0,4.303030303030303,15,4.6,6.0,26.0,3.25
0,1,0,4.461538461538462,8,21.2,0.0,11.0,11.0
0,1,0,3.946428571428572,17,4.0,7.0,12.0,3.0
0,1,0,4.130434782608695,3,4.2,4.0,6.0,3.0
0,1,0,4.2745098039215685,6,4.7,6.0,10.0,2.5
0,1,0,4.069767441860465,14,13.8,14.0,5.0,5.0
0,1,0,3.821428571428572,5,4.0,4.0,10.0,5.0
0,1,0,4.2,8,16.5,17.0,7.0,7.0
0,1,0,4.318181818181818,3,7.2,7.0,6.0,6.0
0,1,0,4.32258064516129,4,11.8,8.0,8.0,8.0
0,1,0,5.235294117647058,3,7.9,8.0,7.0,2.333333333333333
0,1,0,4.321428571428571,10,34.5,13.0,8.0,8.0
0,1,0,4.3108108108108105,9,13.8,8.0,24.0,12.0
0,1,0,3.92,8,4.7,5.0,16.0,4.0
0,1,0,4.89,29,40.3,0.0,21.0,21.0
0,1,0,4.5348837209302335,18,7.6,8.0,13.0,2.6
0,0,0,4.4,5,8.3,7.0,9.0,9.0
0,0,0,4.349206349206349,9,24.3,9.0,16.0,16.0
0,1,0,3.852941176470588,2,11.8,7.0,6.0,6.0
0,1,0,5.4375,5,7.2,8.0,4.0,4.0
0,1,0,3.8656716417910446,4,24.7,12.0,13.0,13.0
0,1,0,4.047619047619048,2,5.6,6.0,4.0,4.0
0,1,0,3.583333333333333,9,22.0,4.0,13.0,13.0
0,1,0,4.083333333333333,6,4.8,6.0,6.0,2.0
0,1,0,4.285714285714286,6,14.6,15.0,11.0,11.0
0,1,0,3.7843137254901964,11,18.5,22.0,11.0,11.0
0,1,0,3.9583333333333335,3,4.4,5.0,5.0,2.5
0,1,0,4.454545454545454,10,25.5,9.0,11.0,11.0
0,1,0,4.290322580645161,18,11.8,8.0,7.0,7.0
0,1,0,4.8,1,6.0,9.0,7.0,3.5
0,1,0,3.9069767441860463,8,32.1,0.0,15.0,15.0
0,1,0,4.541666666666667,4,5.6,6.0,6.0,3.0
0,1,0,3.8414634146341466,14,31.7,32.0,14.0,14.0
0,1,0,4.40625,8,5.9,6.0,20.0,4.0
0,1,0,4.946666666666666,22,10.7,14.0,9.0,3.0
0,1,0,3.6666666666666665,4,11.4,12.0,7.0,7.0
0,1,0,4.04054054054054,9,28.6,7.0,11.0,11.0
0,1,0,4.666666666666667,7,16.9,17.0,2.0,2.0
0,1,0,4.633333333333334,9,12.6,13.0,9.0,4.5
0,1,0,4.285714285714286,11,6.6,9.0,10.0,2.5
0,1,0,4.076923076923077,2,8.7,7.0,4.0,4.0
0,0,0,4.63768115942029,8,29.0,10.0,11.0,11.0
0,1,0,3.9512195121951224,6,16.9,18.0,13.0,13.0
0,1,0,4.253968253968254,10,4.7,6.0,14.0,2.8
0,1,0,4.85,11,7.3,8.0,10.0,3.333333333333333
0,1,0,4.888888888888889,7,12.6,10.0,4.0,4.0
0,1,0,4.153846153846153,9,16.1,18.0,7.0,7.0
0,1,0,4.388235294117648,16,5.3,7.0,13.0,2.1666666666666665
0,1,0,3.8333333333333335,4,2.1,3.0,3.0,1.5
0,1,0,4.770833333333333,12,22.0,10.0,22.0,22.0
0,0,0,4.625,8,8.2,9.0,9.0,4.5
0,1,0,3.830188679245283,14,7.7,8.0,7.0,3.5
0,0,0,4.705882352941177,7,7.6,8.0,7.0,3.5
0,1,0,3.68,2,1.8,2.0,10.0,3.333333333333333
0,1,0,3.836363636363637,9,5.1,6.0,12.0,3.0
0,1,0,3.924242424242424,8,11.4,14.0,5.0,2.5
0,1,0,4.571428571428571,8,4.8,5.0,17.0,3.4
0,1,0,4.520547945205481,10,29.4,9.0,14.0,14.0
0,1,0,4.107692307692306,9,4.7,6.0,14.0,2.8
0,1,0,3.583333333333333,3,2.1,6.0,9.0,3.0
0,1,0,4.377049180327869,10,7.7,8.0,7.0,2.333333333333333
0,1,0,4.12,3,1.8,4.0,9.0,3.0
0,1,0,4.114285714285714,2,13.4,7.0,7.0,7.0
0,1,0,5.3478260869565215,3,8.8,9.0,9.0,4.5
0,1,0,4.5,10,16.9,17.0,9.0,9.0
0,0,0,4.59322033898305,9,13.6,14.0,9.0,4.5
0,1,0,3.7916666666666665,3,6.8,7.0,4.0,4.0
0,1,0,4.357142857142857,10,3.8,6.0,23.0,2.875
0,1,0,4.428571428571429,7,7.1,7.0,11.0,2.75
0,1,0,4.067796610169491,6,6.3,6.0,7.0,2.333333333333333
0,1,0,3.7931034482758617,8,0.2,0.0,13.0,3.25
0,1,0,4.377358490566038,7,4.9,6.0,10.0,2.5
0,1,0,4.605263157894737,3,15.8,11.0,7.0,7.0
0,1,0,4.645161290322581,11,14.2,9.0,5.0,5.0
0,1,0,4.142857142857143,4,13.4,14.0,7.0,7.0
0,1,0,3.9166666666666665,2,4.4,6.0,5.0,2.5
0,1,0,4.448275862068964,4,5.4,7.0,9.0,4.5
0,1,0,3.9615384615384617,2,8.7,6.0,5.0,5.0
0,1,0,3.9615384615384617,4,7.5,6.0,4.0,4.0
0,1,0,4.295774647887323,12,4.4,6.0,21.0,3.5
0,0,0,4.413333333333333,11,5.6,7.0,16.0,3.2
0,1,0,3.7945205479452055,10,27.8,28.0,20.0,20.0
0,1,0,5.15,6,3.5,9.0,13.0,4.333333333333333
0,1,0,5.333333333333333,5,6.2,6.0,4.0,2.0
0,1,0,4.756410256410256,12,32.5,11.0,13.0,13.0
0,1,0,4.8,4,9.9,10.0,10.0,5.0
0,0,0,4.0,2,5.8,6.0,5.0,2.5
0,1,0,4.282608695652174,10,9.6,11.0,8.0,2.0
0,0,0,4.217391304347826,9,6.9,7.0,17.0,3.4
0,1,0,4.481481481481481,12,22.0,22.0,9.0,9.0
0,1,0,4.333333333333333,6,6.8,7.0,5.0,5.0
0,1,0,4.6,9,18.1,8.0,7.0,7.0
0,1,0,4.186046511627906,9,4.1,6.0,18.0,3.0
0,1,0,3.456140350877193,6,3.0,1.0,13.0,2.6
0,1,0,4.538461538461538,2,4.8,7.0,5.0,2.5
0,1,0,4.185185185185185,3,5.0,6.0,5.0,2.5
0,1,0,4.8,6,3.7,6.0,8.0,2.6666666666666665
0,1,0,4.333333333333333,4,3.3,6.0,7.0,2.333333333333333
0,1,0,5.090909090909091,0,10.7,13.0,4.0,4.0
0,1,0,4.152777777777779,11,5.4,6.0,12.0,2.4
0,1,0,3.7868852459016393,10,6.5,6.0,12.0,4.0
0,1,0,4.0,5,14.6,18.0,11.0,11.0
0,1,0,3.5192307692307687,4,18.8,22.0,6.0,6.0
0,1,0,3.9047619047619047,2,6.8,7.0,2.0,2.0
0,1,0,3.652173913043478,3,5.2,5.0,2.0,2.0
0,1,0,4.6,4,9.9,10.0,13.0,13.0
0,1,0,4.622222222222222,9,5.6,8.0,12.0,4.0
0,1,0,4.4,6,3.7,6.0,5.0,2.5
0,1,0,3.696969696969697,6,9.1,13.0,2.0,2.0
0,1,0,4.946428571428571,9,7.6,9.0,12.0,3.0
0,1,0,3.8571428571428568,7,3.1,3.0,9.0,3.0
0,1,0,4.34375,16,3.9,6.0,16.0,2.6666666666666665
0,1,0,5.625,5,6.8,10.0,11.0,2.75
0,1,0,4.115384615384615,6,9.9,7.0,8.0,4.0
0,1,0,4.454545454545454,11,21.2,0.0,5.0,5.0
0,1,0,3.7931034482758617,6,4.2,6.0,5.0,2.5
0,1,0,4.15,3,2.5,4.0,5.0,2.5
0,1,0,4.961538461538462,6,11.1,15.0,4.0,4.0
0,1,0,4.027777777777779,9,5.6,6.0,4.0,2.0
0,0,0,5.0,7,12.1,12.0,11.0,5.5
0,1,0,4.391304347826087,5,11.1,11.0,10.0,10.0
0,1,0,4.625,11,8.7,8.0,6.0,3.0
0,1,0,4.105263157894736,8,13.4,8.0,8.0,4.0
0,1,0,4.0,4,7.2,7.0,6.0,6.0
0,1,0,3.9565217391304346,1,7.5,6.0,2.0,2.0
0,1,0,4.3478260869565215,7,18.1,19.0,2.0,2.0
0,1,0,4.3,5,7.6,7.0,7.0,3.5
0,1,0,4.196428571428571,9,21.6,22.0,4.0,4.0
0,1,0,4.5,2,10.3,9.0,2.0,2.0
0,1,0,4.346153846153847,5,11.5,12.0,2.0,2.0
0,1,0,4.363636363636363,6,16.9,17.0,12.0,12.0
0,1,0,3.8205128205128207,6,0.4,1.0,18.0,3.6
0,1,0,4.40625,12,38.4,0.0,15.0,15.0
0,1,0,4.4444444444444455,7,4.4,6.0,7.0,2.333333333333333
0,1,0,4.307692307692308,4,4.8,6.0,4.0,2.0
0,0,0,4.418604651162791,5,4.3,4.0,13.0,2.6
0,1,0,4.114285714285714,5,12.2,8.0,4.0,4.0
0,1,0,4.655172413793104,3,3.5,4.0,7.0,2.333333333333333
0,1,0,4.104166666666667,13,37.2,0.0,11.0,11.0
0,1,0,3.8793103448275854,3,22.4,26.0,6.0,6.0
0,0,0,3.7857142857142856,1,8.3,0.0,8.0,8.0
0,1,0,4.078125,7,11.1,7.0,6.0,3.0
0,0,0,4.088235294117647,2,11.8,7.0,7.0,7.0
0,1,0,4.206896551724138,7,4.2,6.0,9.0,2.25
0,1,0,4.46,9,5.8,7.0,15.0,3.75
0,1,0,3.9375,6,4.8,5.0,8.0,4.0
0,0,0,3.886363636363636,6,2.9,3.0,13.0,3.25
0,1,0,4.44,7,3.4,6.0,4.0,2.0
0,1,0,4.125,5,31.0,31.0,14.0,14.0
0,1,0,4.632653061224491,7,20.0,10.0,9.0,9.0
0,1,0,4.379310344827586,6,11.1,8.0,2.0,2.0
0,1,0,4.206896551724138,5,12.2,13.0,4.0,4.0
0,1,0,4.55,13,32.1,33.0,17.0,17.0
0,1,0,4.478260869565218,7,20.1,9.0,13.0,13.0
0,1,0,4.3896103896103895,12,29.8,30.0,6.0,6.0
0,1,0,3.75,5,8.7,9.0,2.0,2.0
0,0,0,3.882352941176471,7,2.5,3.0,18.0,3.6
0,1,0,4.428571428571429,6,10.5,8.0,6.0,3.0
0,1,0,5.205128205128204,10,5.2,7.0,18.0,3.6
0,1,0,4.261904761904762,4,6.4,6.0,10.0,3.333333333333333
0,1,0,4.512820512820513,14,7.4,7.0,18.0,4.5
0,1,0,4.90625,17,6.3,7.0,21.0,3.0
0,0,0,3.921875,9,6.9,6.0,7.0,2.333333333333333
0,1,0,3.827586206896552,3,4.2,4.0,4.0,2.0
0,1,0,4.042553191489361,5,6.6,6.0,4.0,2.0
0,1,0,5.459770114942528,16,21.4,9.0,13.0,6.5
0,1,0,3.8536585365853657,2,15.7,16.0,5.0,5.0
0,1,0,4.481481481481481,3,6.2,7.0,5.0,2.5
0,1,0,4.142857142857143,3,6.0,6.0,5.0,2.5
0,1,0,4.875,3,11.5,12.0,4.0,4.0
0,1,0,3.8412698412698414,9,4.6,5.0,9.0,2.25
0,1,0,3.548387096774193,0,9.5,10.0,2.0,2.0
0,1,0,5.235294117647058,3,8.7,9.0,9.0,9.0
0,1,0,4.25531914893617,6,7.7,7.0,7.0,3.5
0,1,0,4.0625,9,8.1,8.0,11.0,3.6666666666666665
0,1,0,4.090909090909091,2,7.2,7.0,4.0,4.0
0,1,0,4.262626262626263,19,19.1,11.0,9.0,4.5
0,0,0,4.673469387755102,8,5.7,7.0,12.0,3.0
0,1,0,4.8,7,6.0,8.0,7.0,2.333333333333333
0,0,0,3.9,6,4.4,4.0,4.0,2.0
0,1,0,4.953488372093024,3,18.9,12.0,6.0,6.0
0,1,0,3.885245901639344,8,21.2,0.0,11.0,11.0
0,1,0,4.618421052631579,13,8.3,9.0,10.0,2.5
0,0,0,4.326923076923077,8,20.0,8.0,9.0,9.0
0,1,0,4.84375,4,11.8,12.0,5.0,5.0
0,1,0,3.7910447761194033,11,24.7,8.0,15.0,15.0
0,1,0,4.634146341463413,6,11.3,11.0,7.0,3.5
0,0,0,4.45,7,8.7,9.0,4.0,4.0
0,1,0,4.244897959183674,10,4.5,6.0,10.0,2.5
0,1,0,3.515151515151515,2,3.8,4.0,4.0,2.0
0,1,0,4.882352941176472,4,5.3,7.0,7.0,2.333333333333333
0,1,0,3.9777777777777783,8,8.1,6.0,12.0,6.0
0,1,0,3.847826086956522,16,4.5,7.0,18.0,3.0
0,1,0,3.819672131147541,4,22.4,0.0,5.0,5.0
0,1,0,4.380952380952381,4,2.7,3.0,9.0,4.5
0,1,0,3.5,0,11.1,7.0,2.0,2.0
0,1,0,4.379310344827586,6,11.8,12.0,2.0,2.0
0,1,0,4.666666666666667,1,10.3,13.0,2.0,2.0
0,1,0,4.53968253968254,9,25.1,13.0,13.0,13.0
0,1,0,4.933333333333334,4,8.0,9.0,7.0,3.5
0,1,0,4.2727272727272725,3,4.0,6.0,9.0,4.5
0,0,0,4.093023255813954,8,5.3,6.0,17.0,3.4
0,1,0,4.611111111111111,6,13.4,19.0,2.0,2.0
0,1,0,4.84,1,11.9,18.0,2.0,2.0
0,1,0,4.25,8,27.8,28.0,13.0,13.0
0,1,0,4.753846153846154,12,25.1,10.0,8.0,8.0
0,1,0,4.094594594594596,11,7.9,8.0,14.0,3.5
0,1,0,4.1,2,10.3,7.0,6.0,6.0
0,1,0,4.833333333333333,5,8.0,8.0,2.0,2.0
0,1,0,4.045454545454546,6,5.5,5.0,6.0,2.0
0,1,0,4.790697674418603,5,18.9,19.0,10.0,10.0
0,0,0,4.587301587301587,11,4.7,7.0,16.0,3.2
0,0,0,3.9444444444444446,9,20.8,21.0,12.0,12.0
0,1,0,4.5555555555555545,2,8.0,9.0,7.0,7.0
0,1,0,4.508474576271187,8,11.3,9.0,4.0,2.0
0,1,0,3.6666666666666665,1,7.9,8.0,2.0,2.0
0,1,0,4.363636363636363,1,10.7,11.0,5.0,5.0
0,1,0,4.03921568627451,8,7.3,7.0,6.0,2.0
0,1,0,4.283582089552239,11,5.0,7.0,15.0,3.0
0,1,0,4.230769230769232,3,7.2,7.0,5.0,2.5
0,1,0,4.363636363636363,16,6.6,7.0,17.0,2.833333333333333
0,1,0,4.4363636363636365,9,20.0,9.0,9.0,9.0
0,1,0,4.333333333333333,2,5.6,7.0,5.0,2.5
0,0,0,4.5555555555555545,2,5.0,7.0,4.0,2.0
0,1,0,4.1,3,3.7,6.0,7.0,3.5
0,1,0,3.897435897435898,5,15.0,6.0,6.0,6.0
0,1,0,4.591836734693878,10,4.1,4.0,21.0,3.5
0,1,0,4.576086956521738,20,11.0,12.0,9.0,2.25
0,0,0,4.0540540540540535,5,7.0,7.0,6.0,3.0
0,1,0,3.6590909090909087,3,3.1,3.0,7.0,2.333333333333333
0,1,0,3.727272727272727,2,2.9,3.0,5.0,2.5
0,1,0,4.0,6,3.4,4.0,5.0,2.5
0,1,0,3.733333333333333,9,29.0,29.0,13.0,13.0
0,1,0,4.285714285714286,10,3.6,4.0,14.0,2.8
0,1,0,4.967741935483871,14,5.8,10.0,17.0,4.25
0,1,0,4.472222222222221,4,4.4,5.0,11.0,2.75
0,1,0,3.5428571428571427,4,3.1,5.0,12.0,4.0
0,1,0,4.039473684210527,7,7.2,7.0,10.0,2.5
0,1,0,4.253968253968254,7,5.9,7.0,10.0,2.5
0,1,0,4.1923076923076925,4,9.9,7.0,6.0,6.0
0,0,0,3.953488372093023,5,7.0,7.0,10.0,5.0
0,1,0,4.5769230769230775,3,2.0,7.0,9.0,3.0
0,1,0,4.95,9,8.7,9.0,4.0,4.0
0,1,0,3.952380952380953,3,4.0,5.0,10.0,3.333333333333333
0,1,0,4.835051546391751,15,6.4,8.0,26.0,3.7142857142857135
0,1,0,3.959183673469388,16,9.1,10.0,10.0,2.5
0,1,0,3.84,3,7.1,10.0,2.0,2.0
0,1,0,4.2372881355932215,5,5.5,6.0,14.0,3.5
0,1,0,3.92156862745098,6,6.4,6.0,14.0,4.666666666666667
0,1,0,4.142857142857143,13,3.4,6.0,12.0,3.0
0,1,0,4.052631578947368,6,28.2,0.0,6.0,6.0
0,1,0,4.285714285714286,7,21.6,22.0,4.0,4.0
0,1,0,3.583333333333333,3,1.7,2.0,11.0,3.6666666666666665
0,1,0,4.2898550724637685,8,5.1,6.0,17.0,3.4
0,1,0,3.8333333333333335,5,20.8,24.0,12.0,12.0
0,1,0,4.096774193548387,4,13.0,13.0,7.0,7.0
0,1,0,4.15625,7,25.9,8.0,25.0,25.0
0,1,0,4.295454545454546,6,16.9,8.0,6.0,6.0
0,0,0,4.047619047619048,5,3.8,6.0,10.0,2.5
0,1,0,4.32258064516129,2,7.0,7.0,4.0,2.0
0,1,0,4.469387755102041,3,18.9,19.0,6.0,6.0
0,1,0,4.404494382022471,8,6.7,7.0,14.0,2.8
0,1,0,4.602739726027396,17,8.1,9.0,10.0,2.5
0,1,0,4.75,3,9.5,9.0,7.0,3.5
0,1,0,4.329411764705882,19,32.9,33.0,11.0,11.0
0,1,0,4.323529411764706,2,5.2,7.0,7.0,3.5
0,1,0,4.054545454545455,10,3.8,5.0,11.0,2.75
0,1,0,4.481481481481481,8,6.2,6.0,12.0,3.0
0,1,0,4.378048780487805,11,6.1,7.0,15.0,3.0
0,1,0,4.108695652173913,6,3.1,5.0,10.0,2.5
0,1,0,3.7291666666666665,8,7.9,8.0,6.0,3.0
0,1,0,4.55,7,3.7,4.0,8.0,4.0
0,0,0,4.691358024691358,17,32.5,33.0,9.0,9.0
0,1,0,4.613636363636363,8,7.8,8.0,7.0,2.333333333333333
0,1,0,4.15,3,8.7,9.0,7.0,3.5
0,0,0,4.382978723404255,6,8.9,7.0,5.0,2.5
0,1,0,4.7368421052631575,2,8.3,10.0,6.0,6.0
0,1,0,3.9,4,15.4,17.0,2.0,2.0
0,1,0,4.457142857142856,2,15.8,9.0,5.0,5.0
0,1,0,3.9375,7,3.3,6.0,9.0,2.25
0,1,0,4.16,3,3.4,6.0,4.0,2.0
0,1,0,4.288659793814433,18,6.4,6.0,19.0,2.7142857142857144
0,1,0,3.2916666666666665,7,7.2,2.0,2.0,2.0
0,1,0,4.304347826086956,4,8.7,7.0,2.0,2.0
0,1,0,5.285714285714286,2,10.3,13.0,3.0,3.0
0,1,0,4.266666666666667,3,5.6,6.0,4.0,2.0
0,1,0,3.9722222222222223,5,3.3,4.0,11.0,2.75
0,1,0,4.833333333333333,3,11.5,10.0,6.0,6.0
0,1,0,4.903225806451613,7,8.2,9.0,7.0,3.5
0,1,0,3.983870967741936,7,22.8,23.0,2.0,2.0
0,1,0,3.8,1,7.9,6.0,3.0,3.0
0,1,0,4.551724137931036,7,3.5,4.0,8.0,2.6666666666666665
0,1,0,4.2413793103448265,5,4.2,6.0,5.0,2.5
0,1,0,3.9166666666666665,2,7.9,8.0,9.0,9.0
0,1,0,4.0,2,3.8,5.0,6.0,3.0
0,1,0,4.454545454545454,4,11.9,7.0,5.0,5.0
0,1,0,4.075757575757576,5,26.7,31.0,9.0,9.0
0,1,0,4.68,8,10.7,9.0,5.0,2.5
0,1,0,4.245283018867925,4,6.7,7.0,6.0,2.0
0,1,0,4.32,5,3.4,6.0,6.0,3.0
0,0,0,4.513513513513512,8,4.4,5.0,11.0,2.75
0,1,0,4.314285714285714,4,7.8,8.0,7.0,3.5
0,0,0,3.9032258064516134,7,12.6,13.0,9.0,9.0
0,1,0,4.957446808510638,11,8.2,10.0,11.0,3.6666666666666665
0,1,0,5.592592592592593,8,7.4,8.0,8.0,4.0
0,1,0,4.613636363636363,5,5.2,6.0,9.0,2.25
0,1,0,4.048780487804878,4,3.8,6.0,10.0,2.5
0,1,0,4.662790697674419,16,7.6,10.0,13.0,2.6
0,1,0,4.333333333333333,2,6.8,7.0,2.0,2.0
0,1,0,4.416666666666667,8,13.1,9.0,2.0,2.0
0,1,0,5.155555555555557,4,9.1,10.0,8.0,2.6666666666666665
0,1,0,3.7931034482758617,2,5.4,4.0,5.0,2.5
0,1,0,3.738636363636364,7,32.9,33.0,7.0,7.0
0,1,0,4.333333333333333,6,10.3,8.0,11.0,5.5
0,1,0,4.306666666666667,7,7.0,7.0,10.0,2.5
0,0,0,4.557692307692308,5,11.1,13.0,5.0,2.5
0,1,0,4.428571428571429,6,5.0,5.0,9.0,2.25
0,1,0,4.163934426229509,11,2.0,5.0,18.0,2.571428571428572
0,1,0,4.463768115942028,12,27.8,9.0,14.0,14.0
0,1,0,3.967741935483871,1,10.7,7.0,4.0,4.0
0,1,0,4.507042253521127,20,27.4,9.0,17.0,17.0
0,1,0,4.831325301204818,16,5.6,7.0,23.0,3.2857142857142856
0,1,0,4.476190476190476,6,6.3,9.0,12.0,2.4
